zpid,price,price_sqft,bedrooms,bathrooms,livingArea,yearBuilt,rentZestimate,rentZestimate_sqft,MeanPricesnearbyHomes,MeanbathroomsnerabyHomes,MeanbedroomsnerabyHomes,MeanlivingAreanerabyHomes,SCHOOLSMeandistance,pageViewCount,favoriteCount,daysOnZillow,dia_semana,ADULTCOM,ANNUALDUES_FEE,WAITINGPERIOD,longitude,latitude,predictions,predictions_LASSO,predictions_ML,D_Safe_Conv_Location,D_Recently_Renovated,D_Ready_To_Move,D_Requires_Repairs,D_Special_Features,D_Not_Free_Litigation,D_More_Than_One_Unit,D_Investors,D_Airbnb,Diff_Prices,Diff_p,VPN,amount,profit_all,ht,Labels,model,task_main_id
82075746,5250000,619.6883852691218,8.0,11.0,8472,1921,3447,0.4068696883852691,2044012.5,2.2142857142857144,2.1666666666666665,2346.8571428571427,2.033333333333333,4839,172,462,4,0,0,0,-81.8031,24.558332,23557552.76992603,25862366.708339166,20260572.796603084,0,1,1,0,1,0,0,0,0,-20612366.70833917,-392.61650873026986,26433.94945995541,17952584.49835004,341.95399044476267,5,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
359220376,9950000,916.8816807961666,6.0,11.0,10852,1967,5130,0.47272392185772205,1955384.875,1.6666666666666667,2.8333333333333335,2708.5,1.45,1052,19,597,2,0,0,0,-81.06767,24.719015,16920007.66559731,25995269.380410716,16163857.045840029,1,0,0,0,0,0,0,0,1,-16045269.380410716,-161.2589887478464,39340.34253831484,13988889.617861059,140.59185545589003,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45832211,8900000,1483.3333333333333,6.0,8.0,6000,1976,5839,0.9731666666666666,10300950.0,3.75,2.875,3077.5,20.7,573,14,8,3,0,0,0,-80.275696,25.320251,21242556.941604096,21557653.295407653,22203300.74834655,1,1,1,0,0,0,0,0,1,-12657653.295407653,-142.22082354390622,44777.43861232365,11045741.4459639,124.10945444903258,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
201647366,14995000,2037.9179124762163,7.0,8.0,7358,2025,7754,1.0538189725468878,12676625.0,3.9375,3.5,4471.5,19.6,768,15,30,2,0,0,0,-80.29407,25.312063,25854413.53410977,24924330.280901674,26398944.528181225,1,0,0,0,0,0,0,1,0,-9929330.280901674,-66.21760774192514,59462.96609007667,8683114.568952013,57.90673270391472,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
54143575,22500000,2514.247401944351,8.0,14.0,8949,2005,5921,0.661638171862778,1902923.625,2.857142857142857,2.857142857142857,2056.714285714286,7.25,4132,156,717,1,0,0,0,-80.501396,25.03645,26234013.426421613,29458517.682501283,21719633.69542095,0,0,0,1,0,0,1,0,1,-6958517.682501283,-30.926745255561258,45406.27059831621,6087965.086724853,27.057622607666016,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
201654116,5480000,1447.4379292128897,5.0,6.0,3786,2026,7896,2.085578446909667,8039762.5,3.9375,4.0,2629.875,20.4,1505,49,28,4,0,0,0,-80.27558,25.315432,11427802.18007717,12102010.894863045,11384285.291231329,0,0,0,0,0,0,1,0,0,-6622010.894863045,-120.8396148697636,60551.919041429624,5806563.417811922,105.95918645642193,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45833599,9975000,1828.9328932893288,5.0,6.0,5454,2000,8724,1.5995599559955995,7446532.875,4.375,4.571428571428571,4038.285714285714,19.1,1033,22,48,5,0,0,0,-80.287506,25.29969,15109421.953344012,15370491.083769185,16030183.081174606,0,0,0,0,0,0,0,1,0,-5395491.0837691855,-54.0901361781372,66901.58836340325,4744253.434151744,47.56143793635833,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
306094840,5975000,1552.7546777546777,5.0,5.0,3848,2019,7349,1.9098232848232848,6637412.5,3.9375,3.125,3089.5,19.450000000000003,840,7,20,5,0,0,0,-80.29342,25.309633,9908295.838312611,11019368.028130263,10740727.191527238,0,1,1,1,1,0,1,1,1,-5044368.028130263,-84.42456950845629,56357.149573893905,4430868.046653749,74.15678739169455,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45832127,19675022,2772.6919391206316,5.0,7.0,7096,1996,6314,0.8897970687711386,13903954.0,4.375,3.875,4121.375,20.55,952,14,58,2,0,0,0,-80.27485,25.317604,27716523.0017867,24426987.050564963,28898624.878729686,0,0,0,0,0,0,0,0,0,-4751965.050564963,-24.152273123582596,48420.062921426885,4170524.6411825884,21.19705198389404,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
99351387,9950000,1635.7060660858128,5.0,8.0,6083,2009,7734,1.2714121321716259,5613337.5,5.1875,5.125,4630.0,7.25,1330,47,405,5,0,0,0,-80.46977,25.068857,15645969.322897015,14681906.674475065,15152666.822834311,0,0,0,0,0,0,0,0,0,-4731906.6744750645,-47.556850999749386,59309.59243495652,4161241.0011195233,41.82151759919119,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
252179402,7950000,1472.2222222222222,5.0,7.0,5400,2026,5731,1.0612962962962964,3893500.5,4.0,3.7142857142857144,3063.714285714286,18.7,294,5,199,1,0,0,0,-80.29234,25.295889,11663661.467542235,12341111.082009967,12368229.674411926,0,0,0,0,0,0,0,0,0,-4391111.082009967,-55.23410166050274,43949.22087467492,3853228.5570046776,48.468283735907896,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
104170273,8950000,1659.86646884273,8.0,10.0,5392,2014,0,0.0,2841962.5,2.625,3.142857142857143,2047.4285714285713,15.85,1049,30,373,2,0,0,0,-80.74054,24.854242,10507794.902231874,12983121.259305378,9956863.820582395,0,0,0,0,0,0,1,0,0,-4033121.2593053775,-45.06280736654054,0.0,3508815.495595679,39.20464240889027,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
2091712125,16495000,2642.1592183245234,8.0,10.0,6243,2026,5621,0.9003684126221367,10733725.0,5.5,5.0,4407.571428571428,21.6,714,11,34,5,0,0,0,-80.261314,25.327644,21609853.508086815,20518823.239464987,22756566.869372744,1,0,1,0,0,0,0,0,1,-4023823.239464987,-24.394199693634356,43105.66577151418,3533055.4676631745,21.418947970070775,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45825259,6950000,1469.9661590524536,3.0,4.0,4728,2001,5822,1.2313874788494077,4405512.5,3.0,3.625,4502.625,7.3,2095,83,98,4,0,0,0,-80.42984,25.094082,10210456.778383732,10960277.741234167,9599442.112654604,1,0,1,1,0,1,1,1,1,-4010277.741234167,-57.7018380033693,44647.07100547153,3522426.9381278288,50.682401987450774,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45832300,12475000,2042.4034053700066,4.0,5.0,6108,1990,8009,1.311231172233137,10720462.5,6.0,5.0,5364.375,21.7,804,15,58,2,0,0,0,-80.26096,25.328964,20285998.226106886,16474978.494140452,21765645.10003438,1,0,1,0,0,0,0,0,1,-3999978.494140452,-32.06395586485332,61418.480192858384,3526045.1500468366,28.26489098233937,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
402063048,7900000,1465.13353115727,10.0,9.0,5392,1961,0,0.0,5146161.375,3.5,3.75,2438.625,7.25,1255,23,98,4,0,0,0,-80.48657,25.052195,11248416.518586429,11856503.712456044,11987820.500657577,1,0,0,0,0,0,1,1,0,-3956503.712456044,-50.08232547412714,0.0,3442158.229836758,43.57162316249061,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
97295637,6995000,1517.353579175705,6.0,7.0,4610,2017,41320,8.963123644251628,4926830.875,5.9375,5.125,4826.571428571428,18.9,817,13,137,0,0,0,0,-80.285545,25.295105,12083636.56530115,10751755.247045709,12602337.447200434,1,0,0,0,0,1,1,1,0,-3756755.247045709,-53.70629373903801,316869.9714782006,3506029.543538417,50.12193772034907,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45832328,26500000,3197.3938223938226,6.0,8.0,8288,2021,7917,0.9552364864864865,17167977.777777776,4.944444444444445,4.222222222222222,6408.333333333333,21.95,882,30,108,1,0,0,0,0.0,0.0,30183780.107865006,30214848.48832188,30834418.57400033,0,0,0,0,0,0,1,0,0,-3714848.4883218817,-14.018296182346724,60712.96137930576,3277452.9058745163,12.367746814620817,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45821141,6490000,1189.516129032258,5.0,6.0,5456,2000,23639,4.332661290322581,2922587.5,2.8125,3.0,2395.0,14.65,1198,34,15,3,0,0,0,-80.72336,24.861862,9709421.297719046,10130797.140569938,9647026.656102844,1,0,0,0,0,1,1,1,0,-3640797.1405699374,-56.09856919214081,181279.99166924454,3303453.5060477797,50.90067035512757,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
201635056,6500000,1261.4011255579273,5.0,7.0,5153,2017,0,0.0,2950625.0,2.625,3.25,1951.125,15.600000000000001,614,18,56,4,0,0,0,-80.73869,24.857542,8125677.619375032,10069219.625900652,8253690.932025579,0,0,1,1,0,0,1,1,1,-3569219.6259006523,-54.911071167702346,0.0,3105221.0745335673,47.77263191590104,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45833626,4995000,1305.8823529411766,3.0,4.0,3825,1987,7155,1.8705882352941177,4511979.5,4.0625,3.875,3329.625,18.65,501,5,35,4,0,0,0,-80.29229,25.295176,7879105.407913863,8495365.230495919,8825557.399978751,0,0,0,0,0,0,0,0,0,-3500365.2304959185,-70.07738199191027,54869.42511922858,3086469.8193708705,61.7911875749924,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
252179294,8495000,1713.7381480734316,5.0,6.0,4957,2026,5730,1.1559410934032681,4741686.25,4.0,4.285714285714286,4279.142857142857,18.9,320,2,56,4,0,0,0,-80.288574,25.297266,9753049.752553655,11976471.18166965,10648155.702988252,1,0,0,0,0,1,0,0,0,-3481471.1816696506,-40.982591897229554,43941.55219191892,3061836.092196535,36.04280273333178,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45833046,6750000,1875.0,5.0,6.0,3600,1986,7121,1.9780555555555555,4429075.0,2.875,3.125,2159.125,20.05,571,7,33,6,0,0,0,-80.286255,25.315693,8439935.473991413,10141799.164660176,8806723.485072842,0,0,0,0,0,0,1,1,0,-3391799.1646601763,-50.24887651348409,54608.68990552435,2991821.7906834967,44.32328578790366,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45832380,10500000,2087.06022659511,4.0,4.0,5031,1988,8216,1.6330749354005167,11502812.5,5.875,5.25,5170.25,22.0,758,4,66,1,0,0,0,-80.25833,25.33238,17938878.659047864,13862636.828998605,19811453.782064658,1,0,0,0,0,0,0,0,1,-3362636.828998605,-32.02511265712957,63005.8975233518,2972748.4643713,28.311890136869522,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
89872905,5750000,1110.03861003861,4.0,5.0,5180,2008,0,0.0,2893930.5,2.857142857142857,3.8333333333333335,4016.5,7.2,2122,72,151,0,0,0,0,-81.648674,24.605886,7580879.5140699,8980804.010645049,7153688.427123121,1,0,1,0,0,0,1,1,0,-3230804.0106450487,-56.18789583730519,0.0,2810799.4892611923,48.883469378455516,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
306091119,2600000,1046.277665995976,4.0,6.0,2485,1980,4090,1.6458752515090542,2026362.5,3.0,3.2857142857142856,2288.285714285714,7.300000000000001,857,31,92,3,0,0,0,-80.43386,25.089676,6191698.369423101,5782387.581505271,5980112.151625548,1,1,1,1,1,0,1,1,1,-3182387.5815052707,-122.39952236558733,31364.91247206778,2792200.8802636364,107.3923415486014,5,3,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
84654822,4775000,1143.4386973180076,5.0,4.0,4176,2007,7625,1.8259099616858236,3327530.5,3.25,3.7142857142857144,4018.0,7.2,2571,99,318,1,0,0,0,-81.64815,24.605637,7875410.671558756,7874701.084102763,7228245.04145922,1,0,1,1,0,0,1,0,0,-3099701.084102763,-64.91520594979609,58473.70601455179,2740595.2226803177,57.39466434932603,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45822048,7800000,1637.27959697733,5.0,6.0,4764,1950,7832,1.6439966414777498,5054130.625,4.214285714285714,4.285714285714286,2303.125,9.45,1674,46,164,1,0,0,0,-80.6527,24.901756,12033478.966103148,10815143.746577129,12513617.684874171,1,0,0,0,0,0,1,0,0,-3015143.746577129,-38.65568905868114,60061.12334504519,2668220.902030886,34.20796028244726,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45820965,2650000,1155.1874455100262,4.0,3.0,2294,1983,7813,3.405841325196164,4199337.5,3.25,3.625,2774.875,15.65,885,9,57,3,0,0,0,-80.73928,24.857449,4749960.7492523,5563752.572462047,5241278.228758104,1,1,1,1,1,1,1,1,1,-2913752.5724620475,-109.95292726271877,59915.418372681044,2579901.3018214917,97.35476610647137,1,3,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
104165524,2999000,775.3360910031024,5.0,5.0,3868,2024,7906,2.043950361944157,2248837.875,2.857142857142857,3.2857142857142856,2374.0,7.3,1136,24,81,0,0,0,0,-80.459656,25.088804,5528121.191822014,5854851.51583112,5580547.57482937,0,0,0,0,0,0,0,1,0,-2855851.5158311203,-95.226792791968,60628.605868989696,2530062.2731748167,84.36353028258809,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45833651,5150000,1529.0973871733968,4.0,4.0,3368,1997,7713,2.290083135391924,4010912.5,3.875,3.375,3578.5,18.55,511,8,114,2,0,0,0,-80.29062,25.292553,6769292.214381464,7898164.580425938,7306313.891075088,0,0,0,0,0,0,0,1,0,-2748164.5804259377,-53.36241903739685,59148.55009708038,2435264.597543376,47.286691214434484,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
2146583249,3549000,579.144908616188,10.0,9.0,6128,1995,4467,0.7289490861618799,1094091.5,3.0,3.0,2351.1428571428573,4.199999999999999,225,8,317,2,0,0,0,-81.02484,24.732393,8522705.275231296,6244573.291495063,8071411.83722118,0,0,0,0,1,0,0,0,0,-2695573.291495064,-75.95303723570198,34256.005871082336,2370840.768004017,66.80306475074717,5,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45821901,2495000,549.9228565131144,3.0,4.0,4537,1987,7252,1.5984130482697818,1589962.5,2.375,2.375,1608.5,6.65,1174,16,28,4,0,0,0,-80.620995,24.931473,5567103.464843639,5189991.523525265,6399829.626734496,0,1,1,1,0,0,1,0,1,-2694991.523525265,-108.01569232566192,55613.28734656125,2386352.5909769014,95.64539442793192,1,3,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
82081377,6965000,1492.71324474925,5.0,5.0,4666,1934,10121,2.1690955850835834,3601412.5,3.3125,3.75,2834.0,0.7,2903,83,307,5,0,0,0,-81.78709,24.549074,9450769.055491654,9632876.34213372,9581719.311648453,0,0,0,0,0,0,1,1,1,-2667876.3421337195,-38.3040393701898,77614.73817354473,2379263.4712864948,34.16027955903079,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45822178,4495000,905.5197421434327,6.0,5.0,4964,1998,23337,4.701248992747784,2692862.5,2.9375,3.5,2910.0,3.9,858,26,90,5,0,0,0,-80.588776,24.9582,7559406.029200414,7099052.146948209,7438912.034102487,1,0,1,0,0,0,1,1,1,-2604052.146948209,-57.932194592841135,178964.04947693046,2399748.4049526397,53.387061289268956,1,3,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45799734,2935000,962.6106920301738,3.0,4.0,3049,1963,7095,2.326992456543129,2339437.5,2.75,3.125,2024.0,0.7,3797,131,29,3,0,0,0,-81.79034,24.551582,5689352.550940205,5455491.366713819,5073123.749947978,0,0,1,0,0,1,1,1,0,-2520491.366713819,-85.87704826963609,54409.30415386818,2233634.4671564237,76.10338900021887,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
443704455,4580000,636.7301543166968,10.0,9.0,7193,1948,0,0.0,893938.625,2.75,2.5714285714285716,2461.5,0.75,274,7,415,2,0,0,0,-81.78913,24.549505,10119162.307006711,7075841.3226606725,9394388.049136944,1,1,1,0,1,0,0,1,1,-2495841.3226606725,-54.49435202315878,0.0,2171381.950714785,47.41008626014815,5,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
2056182847,3395000,758.1509602501117,7.0,7.0,4478,1985,4040,0.9021884769986601,948687.5,2.125,2.25,1381.25,4.05,309,9,60,0,0,0,0,-81.024666,24.723417,5990102.578701453,5864892.257248511,5697668.9631919,0,0,0,0,0,0,0,0,0,-2469892.2572485106,-72.75087650216527,30981.47833426744,2172042.372556905,63.97768402229469,5,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
104179454,7800000,1635.2201257861636,5.0,6.0,4770,2012,8491,1.780083857442348,3926496.875,3.25,3.375,2439.375,13.7,1225,43,334,6,0,0,0,-80.70865,24.866745,9556676.042498443,10268395.575588547,9080903.458617551,0,0,0,0,0,0,0,0,0,-2468395.5755885467,-31.646097122930087,65114.78528125366,2196340.2397229755,28.158208201576606,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45829145,4995000,945.8435902291233,5.0,7.0,5281,1998,0,0.0,1434317.125,3.0,3.3333333333333335,2563.6666666666665,7.3,1471,47,17,1,0,0,0,-80.43779,25.082289,8267771.455441385,7386318.2546116775,8378232.515526589,1,0,0,0,0,1,1,1,0,-2391318.254611677,-47.874239331565114,0.0,2080446.8815121595,41.65058821846166,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
306094964,5950000,1453.3463605276013,6.0,8.0,4094,2020,5956,1.4548119198827552,1822612.5,2.875,2.875,1614.125,1.8666666666666665,1080,14,66,1,0,0,0,-81.80055,24.55913,7071933.723055525,8335458.127525339,7193459.185308613,0,1,1,1,1,1,1,1,0,-2385458.127525339,-40.09173323571998,45674.67449477644,2109604.576818127,35.45553910618701,5,3,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45807418,2299900,1024.9108734402853,3.0,3.0,2244,1975,7690,3.426916221033868,2901837.5,2.875,2.5,2604.125,1.35,1229,25,86,2,0,0,0,-81.0773,24.690968,3492915.4182187337,4535948.717275611,3823652.986070908,1,0,0,0,0,0,1,1,1,-2236048.717275611,-97.22373656574682,58972.17039369222,1989591.511825051,86.50773998108835,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45821824,24995000,2454.8222353172264,7.0,10.0,10182,1995,24747,2.4304655274012963,3263881.875,1.875,3.25,1673.125,6.949999999999999,3098,66,70,4,0,0,0,-80.623116,24.92643,17808256.419474,27179619.888948403,17172181.880231865,1,0,1,1,0,1,1,1,1,-2184619.8889484038,-8.740227601313876,189776.89216290007,2042951.972507286,8.173442578544853,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
460324431,3800000,1476.3014763014762,4.0,5.0,2574,2020,0,0.0,5625255.125,4.083333333333333,4.0,1899.1666666666667,6.85,799,15,20,5,0,0,0,-80.62176,24.927757,5399755.217193261,5918116.880118378,5636223.6950118765,0,0,1,1,0,1,0,1,0,-2118116.8801183784,-55.73991789785207,0.0,1842761.6857029893,48.4937285711313,1,3,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
2061668121,4350000,1049.7104247104246,4.0,4.0,4144,1966,6688,1.613899613899614,2865226.875,2.4375,2.75,2539.714285714286,0.5,145,4,0,4,0,0,0,-80.544395,24.998255,5670101.648870927,6453610.332521343,6315974.692327046,1,0,0,0,0,0,0,0,1,-2103610.3325213427,-48.35885821888144,51288.15027217342,1868607.1019976982,42.95648510339536,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45807003,6950000,1344.814241486068,4.0,5.0,5168,1965,8842,1.7109133126934986,2411412.875,2.857142857142857,3.5,3239.1666666666665,7.95,2536,80,350,4,0,0,0,-80.97255,24.758076,9727820.394624794,8989891.674220156,9412631.42363388,1,0,1,0,0,0,1,1,1,-2039891.674220156,-29.35095934129721,67806.49292861205,1825560.6262679948,26.267059370762514,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45821524,5950000,1495.7264957264956,5.0,7.0,3978,1992,7807,1.9625439919557566,2263837.5,2.25,2.75,1411.625,13.8,1075,54,293,5,0,0,0,-80.7096,24.865953,8062204.328660478,7959835.029336974,7479226.498122366,0,0,0,0,0,0,0,0,0,-2009835.029336974,-33.77873998885671,59869.406276145026,1793458.530230276,30.14216017193741,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45827334,2100000,668.7898089171974,4.0,4.0,3140,2012,6915,2.2022292993630574,1647512.5,2.4375,3.25,1594.2857142857142,7.3,893,41,246,3,0,0,0,-80.50828,25.027637,4949841.866891681,4039597.252603889,4317282.67284155,0,0,0,0,0,0,0,1,0,-1939597.252603889,-92.36177393351853,53028.94125778695,1727221.3157087236,82.24863408136778,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
201635576,4997000,1389.2132332499305,5.0,7.0,3597,2023,7955,2.211565193216569,2090087.5,2.6875,3.0,1905.875,14.95,857,23,96,6,0,0,0,-80.72811,24.86007,6252781.47209048,6928715.657138783,6029310.3399194395,1,0,1,1,0,1,1,1,1,-1931715.6571387823,-38.65750764736407,61004.37132403403,1726345.9002037663,34.547646592030546,1,3,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
2077607409,375500,391.1458333333333,2.0,2.0,960,2020,0,0.0,488475.0,1.625,2.0,973.75,1.75,16684,601,27,5,0,0,0,-81.11345,24.707512,3389303.0370932305,2267148.849782083,2352389.993162686,1,0,0,0,1,0,0,0,0,-1891648.8497820832,-503.768002605082,0.0,1645734.4993104124,438.2781622664214,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45831091,2595000,730.9859154929577,5.0,5.0,3550,1995,0,0.0,1332987.5,2.5,2.875,2318.125,8.850000000000001,450,13,433,5,0,0,0,-80.36917,25.169607,5551174.416172358,4473823.942644701,5715502.139153819,1,0,0,0,0,0,0,0,0,-1878823.942644701,-72.40169335817731,0.0,1634576.8301008902,62.98947322161427,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45817489,2750000,791.1392405063291,4.0,4.0,3476,1981,7657,2.202819332566168,2332693.375,3.6666666666666665,4.166666666666667,2718.8333333333335,3.4000000000000004,1048,25,371,4,0,0,0,-81.045364,24.739952,5174374.1508075725,4597737.696403373,5406914.694238332,1,0,0,0,0,0,1,0,0,-1847737.696403373,-67.19046168739538,58719.10386274399,1651571.1237679927,60.057131773381556,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
201639126,5950000,1062.5,6.0,8.0,5600,2025,7014,1.2525,2058000.0,4.142857142857143,4.142857142857143,2907.8571428571427,7.300000000000001,963,29,55,5,0,0,0,-80.43672,25.09222,8085465.107232332,7794575.862360414,8416223.151215725,0,0,0,0,0,0,0,0,0,-1844575.862360414,-31.001274997654022,53788.14085063164,1645122.105891534,27.649111023387125,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
201627390,249000,188.63636363636363,3.0,2.0,1320,2025,0,0.0,345945.5,2.0,2.25,1085.5,18.7,6537,233,332,1,0,0,0,-81.3652,24.666412,2992499.4418858644,2086970.2623235034,2560398.6307981648,1,1,1,0,1,0,0,1,1,-1837970.2623235036,-738.1406675998006,0.0,1599034.128221448,642.1823808118265,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
449851247,3150000,1222.8260869565217,4.0,5.0,2576,2023,6784,2.6335403726708075,2371675.0,2.5833333333333335,3.0,1480.8333333333333,7.75,683,14,847,4,0,0,0,-80.6323,24.918127,5036295.489858725,4978548.139073493,4764358.855666856,0,0,0,0,0,0,0,0,0,-1828548.139073493,-58.04914727217438,52024.34381675007,1629855.1388565013,51.741432979571464,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
455763039,4375000,1066.2929563733853,5.0,6.0,4103,2025,0,0.0,4020733.0,5.25,5.0,3259.5714285714284,14.15,658,14,198,2,0,0,0,-81.43748,24.658852,6737932.160664086,6195080.662826689,7393331.437462302,1,1,1,0,1,0,0,0,0,-1820080.662826689,-41.601843721752886,0.0,1583470.1766592194,36.19360403792501,1,2,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45807505,1999000,864.2455685257241,3.0,4.0,2313,1976,0,0.0,2543602.125,3.5714285714285716,4.0,2873.714285714286,1.25,2071,138,10,1,0,0,0,-81.08144,24.6922,4859501.450985269,3818332.696482292,3975356.891152352,1,0,0,0,0,0,0,0,0,-1819332.696482292,-91.01214089456187,0.0,1582819.445939594,79.18056257826883,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
45829773,3200000,1226.993865030675,3.0,5.0,2608,1971,7621,2.9221625766871164,2127537.5,2.875,3.0,2464.0,7.6499999999999995,1415,47,60,0,0,0,0,-80.392334,25.161217,5277056.881305901,4981897.087384618,5450528.309650129,0,0,0,0,0,0,0,0,0,-1781897.087384618,-55.68428398076931,58443.03128352775,1594082.7394872634,49.81508560897698,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
306092075,4189000,1596.4176829268292,4.0,4.0,2624,1970,6598,2.5144817073170733,3414341.0,2.642857142857143,2.5714285714285716,1885.5714285714287,14.25,926,32,68,6,0,0,0,-80.71591,24.862154,5059184.150214442,5957359.815504803,5339321.4316941425,1,0,0,0,0,0,0,0,0,-1768359.815504803,-42.21436656731448,50597.968824132804,1576421.5161072784,37.63240668673379,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
104198361,2200000,634.5543697721373,5.0,5.0,3467,2025,8175,2.357946351312374,1616940.5,2.5,2.8333333333333335,2182.0,3.25,225,3,451,1,0,0,0,-81.04457,24.734852,4736761.043574356,3932072.8822499155,4529725.629722471,1,0,0,0,0,0,1,1,1,-1732072.8822499155,-78.73058555681435,62691.48153035551,1553922.0187051932,70.63281903205424,1,0,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
104171009,5295000,1098.0920779759435,5.0,5.0,4822,2018,0,0.0,2887657.75,3.6666666666666665,3.3333333333333335,3086.6666666666665,7.3,578,13,58,2,0,0,0,-80.46433,25.091528,6539831.189584322,7012281.0644630175,6813553.605487499,1,0,0,1,0,0,1,1,1,-1717281.0644630175,-32.432125863324224,0.0,1494034.5260828251,28.21594950109207,1,3,predictions_LASSO,fb65c8a5-7a16-4222-a8ba-86f2bfed94f2
